Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Label Themes,Catalog,Primary Shape,Secondary Shape,Filename,Internal ID,Unique Entry ID,category
fairy-tale dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood6.png,Light green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,Balloon,H,TopsTexOnepieceBalloonHHood6,8874,J6Mtgvt2WpA4zgQJK,dresses
fairy-tale dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood7.png,Orange,No,2400,600,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,Balloon,H,TopsTexOnepieceBalloonHHood7,8875,2efFqmbWKmj98MH8q,dresses
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi0.png,Vermilion,No,5200,1300,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHaregi0,5461,9WKf6MkLYxMGvj42H,dresses
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi1.png,Green,No,5200,1300,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHaregi1,8984,kLrfNptHZ2Eeuhuci,dresses
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi2.png,Indigo blue,No,5200,1300,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHaregi2,8985,MZQDEdDwQMhixttvh,dresses
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi3.png,Pink,No,5200,1300,Pink,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHaregi3,8986,TZZrCN2qY3f3nf9PG,dresses
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi4.png,Purple,No,5200,1300,Purple,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHaregi4,8987,KjoA7cN3dotebZZe6,dresses
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi5.png,Aqua,No,5200,1300,Light blue,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHaregi5,8988,FssoqtPGbT3C3KojJ,dresses
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi6.png,Pale orange,No,5200,1300,Orange,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHaregi6,8989,WfZnvkD8k9fr3KDms,dresses
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi7.png,Parrot green,No,5200,1300,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHaregi7,8990,76GA9MeqRus77TvSz,dresses
fancy party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHParty0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHParty0.png,Blue,No,2400,600,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party,For sale,Box,H,TopsTexOnepieceBoxHParty0,3131,o4g3mwwJkRpzrC7oY,dresses
fancy party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHParty1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHParty1.png,Pink,No,2400,600,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party,For sale,Box,H,TopsTexOnepieceBoxHParty1,7922,prm28f6eMaSx8CGnf,dresses
fancy party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHParty2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHParty2.png,Green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party,For sale,Box,H,TopsTexOnepieceBoxHParty2,7923,gg7jRxEiFZcZJWzLS,dresses
fancy party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHParty3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHParty3.png,Beige,No,2400,600,Beige,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party,For sale,Box,H,TopsTexOnepieceBoxHParty3,7924,YzGzg37RztiM7ov7s,dresses
farmer overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm0.png,Red,No,1600,400,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy; work,For sale,Overall,L,TopsTexOnepieceOverallLFarm0,5830,R58Gpu28Z3TxNjQS5,dresses
farmer overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm1.png,Green,No,1600,400,Blue,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy; work,For sale,Overall,L,TopsTexOnepieceOverallLFarm1,9477,gczKoYDfWnouDJYeB,dresses
farmer overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm2.png,Blue,No,1600,400,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy; work,For sale,Overall,L,TopsTexOnepieceOverallLFarm2,9478,wbeNWkLsqabQc9hTx,dresses
farmer overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm3.png,Yellow,No,1600,400,Blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy; work,For sale,Overall,L,TopsTexOnepieceOverallLFarm3,9479,fH9YWhNS3GMvLEwoR,dresses
farmer overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm4.png,Gray,No,1600,400,Blue,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy; work,For sale,Overall,L,TopsTexOnepieceOverallLFarm4,9480,wgmgtKtF7wzoxZRJ5,dresses
fashionable royal dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic0.png,Green,No,6000,1500,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,For sale,Dress,L,TopsTexOnepieceDressLClassic0,3435,Bo3w5mWFokxkXWH2v,dresses
fashionable royal dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic1.png,Blue,No,6000,1500,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,For sale,Dress,L,TopsTexOnepieceDressLClassic1,8238,xSBkn5vigzJhfXvFM,dresses
fashionable royal dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic2.png,Yellow,No,6000,1500,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,For sale,Dress,L,TopsTexOnepieceDressLClassic2,8239,ApasrnQCNEA3z5gWo,dresses
fashionable royal dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic3.png,Pink,No,6000,1500,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,For sale,Dress,L,TopsTexOnepieceDressLClassic3,8240,pesvsASA3QTea27ep,dresses
fashionable royal dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic4.png,Purple,No,6000,1500,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,For sale,Dress,L,TopsTexOnepieceDressLClassic4,8241,59x8XZLnwqqYTTLWv,dresses
festive dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNXmasRed.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNXmasRed.png,Red,No,2400,600,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,Balloon,N,TopsTexOnepieceBalloonNXmasRed,3135,EhiHLrpjcYteEiynr,dresses
festive-tree dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal0.png,Green & white,No,2240,560,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,A-line,N,TopsTexOnepieceAlineNXmastreeNormal0,3169,ywBdcG8dBTsYjcWkd,dresses
festive-tree dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal1.png,Green & blue,No,2240,560,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,A-line,N,TopsTexOnepieceAlineNXmastreeNormal1,9488,g6gtPbd7pwRnuK29h,dresses
festive-tree dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal2.png,Green & red,No,2240,560,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,A-line,N,TopsTexOnepieceAlineNXmastreeNormal2,9489,u5viLeHxEw38T9qCe,dresses
festive-tree dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal3.png,Pink,No,2240,560,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,A-line,N,TopsTexOnepieceAlineNXmastreeNormal3,9490,QX4kCu6eQen9KumSA,dresses
festive-tree dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal4.png,Gold,No,2240,560,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,A-line,N,TopsTexOnepieceAlineNXmastreeNormal4,9491,MWoYMbrvYbNWC3E5Y,dresses
festive-tree dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal5.png,Silver,No,2240,560,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,A-line,N,TopsTexOnepieceAlineNXmastreeNormal5,9492,ruiFurEJYzS6NZH8p,dresses
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure0.png,Blue,No,2880,720,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLFigure0,5404,Lt7rpQQgvBQy3fhAY,dresses
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure1.png,Red,No,2880,720,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLFigure1,9522,PJxjfAreecjgJ4Cs2,dresses
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure2.png,Green,No,2880,720,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLFigure2,9523,AB4QHYt4YPq8LhEn5,dresses
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure3.png,Purple,No,2880,720,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLFigure3,9524,BGo9jAkdr9MhKyb5P,dresses
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure4.png,Pink,No,2880,720,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLFigure4,9525,KABxX8JYd5iQpA6cz,dresses
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure5.png,Yellow,No,2880,720,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLFigure5,9526,qsRTGWF3tXp3twp3A,dresses
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure6.png,Black,No,2880,720,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Overall,L,TopsTexOnepieceOverallLFigure6,9527,h7iqb9Ngp6ajDGXBF,dresses
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure0.png,Blue,No,2880,720,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Balloon,N,TopsTexOnepieceBalloonNFigure0,5393,ZJ5um3M7QRWQTBuCd,dresses
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure1.png,Red,No,2880,720,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Balloon,N,TopsTexOnepieceBalloonNFigure1,9516,nwgBc7Wj2ughjHZXm,dresses
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure2.png,Green,No,2880,720,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Balloon,N,TopsTexOnepieceBalloonNFigure2,9517,wRriqvCyf4eFGNhz9,dresses
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure3.png,Purple,No,2880,720,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Balloon,N,TopsTexOnepieceBalloonNFigure3,9518,qTeEDHhXTzHNEaDmv,dresses
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure4.png,Pink,No,2880,720,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Balloon,N,TopsTexOnepieceBalloonNFigure4,9519,bDtQ9LwNPZbwZGWxD,dresses
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure5.png,Yellow,No,2880,720,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Balloon,N,TopsTexOnepieceBalloonNFigure5,9520,cnRhSdgHDxwHMtfwR,dresses
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure6.png,Black,No,2880,720,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,Balloon,N,TopsTexOnepieceBalloonNFigure6,9521,Y5b78anDR2FscoJtM,dresses
firefighter uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter0.png,Black,No,2240,560,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,work,For sale,Salopette,L,TopsTexOnepieceSalopetteLFirefighter0,3420,zSAj4yH334PhX43sp,dresses
firefighter uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter1.png,Flame orange,No,2240,560,Orange,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,work,For sale,Salopette,L,TopsTexOnepieceSalopetteLFirefighter1,9455,wG74iDM9TyGKZPx9D,dresses
firefighter uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter2.png,Brown,No,2240,560,Brown,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,work,For sale,Salopette,L,TopsTexOnepieceSalopetteLFirefighter2,9456,Qg4A67RqTzhnR3sHk,dresses
firefighter uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter3.png,Lime yellow,No,2240,560,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,work,For sale,Salopette,L,TopsTexOnepieceSalopetteLFirefighter3,9457,aDrXAGZvyDRj5kNsW,dresses
firefighter uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter4.png,Avocado,No,2240,560,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,work,For sale,Salopette,L,TopsTexOnepieceSalopetteLFirefighter4,9458,NujgsZ8YHDFzsRzWt,dresses
fishing waders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWaders0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWaders0.png,Avocado,No,2000,500,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,outdoorsy; sporty,For sale,Overall,L,TopsTexOnepieceOverallLWaders0,4328,T97PxsrW5BYoMAA6f,dresses
fishing waders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWaders1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWaders1.png,Orange,No,2000,500,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,outdoorsy; sporty,For sale,Overall,L,TopsTexOnepieceOverallLWaders1,8628,26Hc2JiCSseMnT6CA,dresses
fishing waders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWaders2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWaders2.png,Navy blue,No,2000,500,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,outdoorsy; sporty,For sale,Overall,L,TopsTexOnepieceOverallLWaders2,8629,Y8oFxFbkh6563jGTa,dresses
fishing waders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWaders3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWaders3.png,Gray,No,2000,500,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,outdoorsy; sporty,For sale,Overall,L,TopsTexOnepieceOverallLWaders3,8630,tWAaEpefJHiKRrDCL,dresses
flapper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNFlapper0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNFlapper0.png,Silver,No,2600,650,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,Box,N,TopsTexOnepieceBoxNFlapper0,5817,Kr4K78DqEyNj79AoW,dresses
flapper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNFlapper1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNFlapper1.png,Gold,No,2600,650,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,Box,N,TopsTexOnepieceBoxNFlapper1,7886,H3hC6MxWukFGZWzi5,dresses
flapper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNFlapper2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNFlapper2.png,Black,No,2600,650,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,Box,N,TopsTexOnepieceBoxNFlapper2,7887,HDk9pK96KX7crJuqp,dresses
flapper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNFlapper3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNFlapper3.png,Pink,No,2600,650,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,Box,N,TopsTexOnepieceBoxNFlapper3,7888,7KxXuzxH9aceiddT3,dresses
flapper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNFlapper4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNFlapper4.png,Green,No,2600,650,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,Box,N,TopsTexOnepieceBoxNFlapper4,7889,CcejPLYaiJDm59bhB,dresses
flashy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLGaudy0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLGaudy0.png,Green,No,4800,1200,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,Kimono,L,TopsTexOnepieceKimonoLGaudy0,5797,44Zvk7HPSDdCLp2d3,dresses
flashy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLGaudy1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLGaudy1.png,Red,No,4800,1200,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,Kimono,L,TopsTexOnepieceKimonoLGaudy1,8991,hecLeGGapRihnEc8X,dresses
flashy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLGaudy2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLGaudy2.png,Gold,No,4800,1200,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,Kimono,L,TopsTexOnepieceKimonoLGaudy2,8992,XAXkepvFgDNJWYxfu,dresses
flashy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLGaudy3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLGaudy3.png,Blue,No,4800,1200,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,Kimono,L,TopsTexOnepieceKimonoLGaudy3,8993,N2pdNP6AzfGorWnZ6,dresses
flashy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLGaudy4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLGaudy4.png,White,No,4800,1200,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,Kimono,L,TopsTexOnepieceKimonoLGaudy4,8994,GKZmsDFvH972W6ShZ,dresses
flashy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLGaudy5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLGaudy5.png,Fuchsia,No,4800,1200,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,Kimono,L,TopsTexOnepieceKimonoLGaudy5,8995,3GSNwCFwHAS3hETE8,dresses
