Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID,category
coelacanth model,https://acnhcdn.com/latest/FtrIcon/FtrFishSirakansuToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,45000,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishSirakansuToy,NA,7016,r3QE9oF2w62XhSdbE,miscellaneous
coffee cup,https://acnhcdn.com/latest/FtrIcon/FtrCoffeecup_Remake_0_0.png,Plain,NA,NA,NA,No,No,No,NA,270,67,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,Does not play music,No lighting,For sale,FtrCoffeecup_Remake_0_0,0_0,918,tYciiBwN95SQRreMP,miscellaneous
coffee cup,https://acnhcdn.com/latest/FtrIcon/FtrCoffeecup_Remake_1_0.png,Floral,NA,NA,NA,No,No,No,NA,270,67,White,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,Does not play music,No lighting,For sale,FtrCoffeecup_Remake_1_0,1_0,918,sixEg36EupoPvffEG,miscellaneous
coffee cup,https://acnhcdn.com/latest/FtrIcon/FtrCoffeecup_Remake_2_0.png,Polka dots,NA,NA,NA,No,No,No,NA,270,67,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,Does not play music,No lighting,For sale,FtrCoffeecup_Remake_2_0,2_0,918,8pGntfJvZsigMg8cL,miscellaneous
coffee cup,https://acnhcdn.com/latest/FtrIcon/FtrCoffeecup_Remake_3_0.png,Rose,NA,NA,NA,No,No,No,NA,270,67,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,Does not play music,No lighting,For sale,FtrCoffeecup_Remake_3_0,3_0,918,MfiDXA4Ecavx2pxTZ,miscellaneous
coffee cup,https://acnhcdn.com/latest/FtrIcon/FtrCoffeecup_Remake_4_0.png,Royal,NA,NA,NA,No,No,No,NA,270,67,Blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,Does not play music,No lighting,For sale,FtrCoffeecup_Remake_4_0,4_0,918,jFfB7kGczm7gxL3pN,miscellaneous
coffee cup,https://acnhcdn.com/latest/FtrIcon/FtrCoffeecup_Remake_5_0.png,Elegant,NA,NA,NA,No,No,No,NA,270,67,White,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,Does not play music,No lighting,For sale,FtrCoffeecup_Remake_5_0,5_0,918,tMKTgQWSrpEDL7z5u,miscellaneous
coffee grinder,https://acnhcdn.com/latest/FtrIcon/FtrCoffeemill.png,NA,NA,NA,NA,No,No,No,NA,2200,550,Brown,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrCoffeemill,NA,920,6L7PKnYfwo69DJ87B,miscellaneous
common bluebottle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectAosujiagehaToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,900,Black,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectAosujiagehaToy,NA,7111,72dDq4cgmZiyfmC5A,miscellaneous
common butterfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectMonshirochoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,480,White,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectMonshirochoToy,NA,7085,crcgFuMJGh4Gxuufc,miscellaneous
cooler box,https://acnhcdn.com/latest/FtrIcon/FtrCoolerbox_Remake_0_0.png,Blue,NA,NA,NA,No,No,No,NA,1700,425,Blue,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrCoolerbox_Remake_0_0,0_0,3064,tkbFxj6FBkpBpc9tC,miscellaneous
cooler box,https://acnhcdn.com/latest/FtrIcon/FtrCoolerbox_Remake_1_0.png,Red,NA,NA,NA,No,No,No,NA,1700,425,Red,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrCoolerbox_Remake_1_0,1_0,3064,Aw5NfPhyiMSuaQLgK,miscellaneous
cooler box,https://acnhcdn.com/latest/FtrIcon/FtrCoolerbox_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,1700,425,Yellow,Black,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrCoolerbox_Remake_2_0,2_0,3064,6D6yHNkqTfWj5eYvQ,miscellaneous
cooler box,https://acnhcdn.com/latest/FtrIcon/FtrCoolerbox_Remake_3_0.png,Green,NA,NA,NA,No,No,No,NA,1700,425,Green,Black,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrCoolerbox_Remake_3_0,3_0,3064,emRTeb2rmw86wcc4v,miscellaneous
cordless phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneCordless_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,1600,400,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,living room,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneCordless_Remake_0_0,0_0,4009,uHuk4xLDhyqSEYxy5,miscellaneous
cordless phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneCordless_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,1600,400,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,living room,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneCordless_Remake_1_0,1_0,4009,Tnm3nptdMBHmaDYFq,miscellaneous
cordless phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneCordless_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,1600,400,Gray,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,living room,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneCordless_Remake_2_0,2_0,4009,nzku3pmXh4YXLsZpe,miscellaneous
cordless phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneCordless_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,1600,400,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,living room,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneCordless_Remake_3_0,3_0,4009,jrwFP2FiQdSqG2okX,miscellaneous
cordless phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneCordless_Remake_4_0.png,Light blue,NA,NA,NA,No,No,No,NA,1600,400,Light blue,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,living room,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneCordless_Remake_4_0,4_0,4009,9o7BamSXjponNQvZ3,miscellaneous
cordless phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneCordless_Remake_5_0.png,Pink,NA,NA,NA,No,No,No,NA,1600,400,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,living room,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneCordless_Remake_5_0,5_0,4009,fodG53J5qNrpPnAb5,miscellaneous
cordless phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneCordless_Remake_6_0.png,Yellow,NA,NA,NA,No,No,No,NA,1600,400,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,living room,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneCordless_Remake_6_0,6_0,4009,7c2h77kAPJKEACbz6,miscellaneous
crawfish model,https://acnhcdn.com/latest/FtrIcon/FtrFishZariganiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,600,Red,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishZariganiToy,NA,7029,Z9tKvEM3fcwEuNcxM,miscellaneous
cream and sugar,https://acnhcdn.com/latest/FtrIcon/FtrSugermilk_Remake_0_0.png,Brown,NA,NA,NA,No,No,No,NA,500,125,Orange,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,Does not play music,No lighting,For sale,FtrSugermilk_Remake_0_0,0_0,1161,dTESzjpPi7kJpWC6j,miscellaneous
cream and sugar,https://acnhcdn.com/latest/FtrIcon/FtrSugermilk_Remake_1_0.png,Silver,NA,NA,NA,No,No,No,NA,500,125,Gray,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,Does not play music,No lighting,For sale,FtrSugermilk_Remake_1_0,1_0,1161,TwvcQKe8vw9wCpTAR,miscellaneous
cream and sugar,https://acnhcdn.com/latest/FtrIcon/FtrSugermilk_Remake_2_0.png,White,NA,NA,NA,No,No,No,NA,500,125,White,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,Does not play music,No lighting,For sale,FtrSugermilk_Remake_2_0,2_0,1161,gfHvejB7y6C4noYGK,miscellaneous
cream and sugar,https://acnhcdn.com/latest/FtrIcon/FtrSugermilk_Remake_3_0.png,Floral,NA,NA,NA,No,No,No,NA,500,125,White,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,Does not play music,No lighting,For sale,FtrSugermilk_Remake_3_0,3_0,1161,5CRwNsG2b9TEsCf7f,miscellaneous
cricket model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKohrogiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,390,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectKohrogiToy,NA,7077,zxRuhxdq7PGFusPqe,miscellaneous
crucian carp model,https://acnhcdn.com/latest/FtrIcon/FtrFishFunaToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,480,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishFunaToy,NA,6929,cHv9imb58mAxZGFNw,miscellaneous
cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_0.png,NA,NA,White,Cover,No,No,Yes,1,300,75,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrCushion_Remake_0_0,0_0,1792,63KXYQSXZ5ZQSmr6L,miscellaneous
cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_1.png,NA,NA,Floral,Cover,No,No,Yes,1,300,75,White,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrCushion_Remake_0_1,0_1,1792,p7bnytFpjPwst6ddh,miscellaneous
cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_2.png,NA,NA,Alphabet,Cover,No,No,Yes,1,300,75,White,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrCushion_Remake_0_2,0_2,1792,kxqjhdLaQiCw3yQLX,miscellaneous
cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_3.png,NA,NA,Paisley,Cover,No,No,Yes,1,300,75,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrCushion_Remake_0_3,0_3,1792,dwqQa4p2hSS5KzNSy,miscellaneous
cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_4.png,NA,NA,Rainbow colors,Cover,No,No,Yes,1,300,75,Colorful,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrCushion_Remake_0_4,0_4,1792,aLBjcF9Akg9YKKKTj,miscellaneous
cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_5.png,NA,NA,Pop,Cover,No,No,Yes,1,300,75,Light blue,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrCushion_Remake_0_5,0_5,1792,GRiKGWmJs8qzNBBLo,miscellaneous
cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,2600,650,White,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,None,cute,None,Yes,Audio,Cheap,No lighting,For sale,FtrCuteAudio_Remake_0_0,0_0,4003,PNhNTvFquksuYDgnm,miscellaneous
cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_1_0.png,Sky blue,NA,NA,NA,No,No,No,NA,2600,650,Light blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,None,cute,None,Yes,Audio,Cheap,No lighting,For sale,FtrCuteAudio_Remake_1_0,1_0,4003,zrxqARZ7fhHfZfB6L,miscellaneous
cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,2600,650,Yellow,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,None,cute,None,Yes,Audio,Cheap,No lighting,For sale,FtrCuteAudio_Remake_2_0,2_0,4003,Ykd5NnYDMJPjfm5Aa,miscellaneous
cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,2600,650,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,None,cute,None,Yes,Audio,Cheap,No lighting,For sale,FtrCuteAudio_Remake_3_0,3_0,4003,CfGa7k8A97XF6v3yv,miscellaneous
cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,2600,650,Blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,None,cute,None,Yes,Audio,Cheap,No lighting,For sale,FtrCuteAudio_Remake_4_0,4_0,4003,eKw87wowK5fN3JXYD,miscellaneous
cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_0_0.png,No finish,Finish,Red,Towel,Yes,Yes,Yes,3,NFS,990,Beige,Red,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale,FtrCuttingboard_Remake_0_0,0_0,3618,R9nmx9Q2c2LSaqjjq,miscellaneous
cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_0_1.png,No finish,Finish,Blue,Towel,Yes,Yes,Yes,3,NFS,990,Beige,Blue,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale,FtrCuttingboard_Remake_0_1,0_1,3618,tbCjqii8PuQXpPy6K,miscellaneous
cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_0_2.png,No finish,Finish,Yellow,Towel,Yes,Yes,Yes,3,NFS,990,Beige,Yellow,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale,FtrCuttingboard_Remake_0_2,0_2,3618,fY2ehetfFSryf2744,miscellaneous
cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_1_0.png,Cherry brown,Finish,Red,Towel,Yes,Yes,Yes,3,NFS,990,Orange,Red,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale,FtrCuttingboard_Remake_1_0,1_0,3618,b2ywJ6Cm9xdkWmcfE,miscellaneous
cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_1_1.png,Cherry brown,Finish,Blue,Towel,Yes,Yes,Yes,3,NFS,990,Orange,Blue,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale,FtrCuttingboard_Remake_1_1,1_1,3618,G5iiNx5X6WCbkmmy8,miscellaneous
cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_1_2.png,Cherry brown,Finish,Yellow,Towel,Yes,Yes,Yes,3,NFS,990,Orange,Yellow,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale,FtrCuttingboard_Remake_1_2,1_2,3618,pcE4HEdGZ66Hb2zbH,miscellaneous
cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_2_0.png,Dark,Finish,Red,Towel,Yes,Yes,Yes,3,NFS,990,Brown,Red,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale,FtrCuttingboard_Remake_2_0,2_0,3618,gjYBB5FPTDrHHbiPN,miscellaneous
cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_2_1.png,Dark,Finish,Blue,Towel,Yes,Yes,Yes,3,NFS,990,Brown,Blue,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale,FtrCuttingboard_Remake_2_1,2_1,3618,gYmueZw6yxCWGmnqq,miscellaneous
cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_2_2.png,Dark,Finish,Yellow,Towel,Yes,Yes,Yes,3,NFS,990,Brown,Yellow,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale,FtrCuttingboard_Remake_2_2,2_2,3618,QoaPxaYp9jQZjdHhz,miscellaneous
cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_3_0.png,Natural,Finish,Red,Towel,Yes,Yes,Yes,3,NFS,990,Yellow,Red,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale,FtrCuttingboard_Remake_3_0,3_0,3618,KTntMquCDi9SJNyxY,miscellaneous
cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_3_1.png,Natural,Finish,Blue,Towel,Yes,Yes,Yes,3,NFS,990,Yellow,Blue,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale,FtrCuttingboard_Remake_3_1,3_1,3618,nDvmAa4vhDu7o5YCD,miscellaneous
cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_3_2.png,Natural,Finish,Yellow,Towel,Yes,Yes,Yes,3,NFS,990,Yellow,Yellow,1x1,Crafting,,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale,FtrCuttingboard_Remake_3_2,3_2,3618,aoy4aAhZgxfFPeSoP,miscellaneous
cyclommatus stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHosoakakuwagataToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,24000,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectHosoakakuwagataToy,NA,7064,8YEAwnrxdwK8ZKPX3,miscellaneous
dab model,https://acnhcdn.com/latest/FtrIcon/FtrFishKareiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,900,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishKareiToy,NA,6965,dMsi3N6Rzefc4phxc,miscellaneous
dace model,https://acnhcdn.com/latest/FtrIcon/FtrFishUguiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,720,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishUguiToy,NA,7024,chTNqu8gsjJM3xTmQ,miscellaneous
DAL model plane,https://acnhcdn.com/latest/FtrIcon/FtrDalFigure_Remake_0_0.png,Blue,Color,NA,NA,No,Yes,No,2,NFS,1010,Blue,White,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,1.0.0,child's room,living room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrDalFigure_Remake_0_0,0_0,12140,Z9LTsX7gHTvCqPhoQ,miscellaneous
DAL model plane,https://acnhcdn.com/latest/FtrIcon/FtrDalFigure_Remake_1_0.png,Yellow,Color,NA,NA,No,Yes,No,2,NFS,1010,Yellow,White,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,1.0.0,child's room,living room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrDalFigure_Remake_1_0,1_0,12140,5Demv5QmbkEFjbHkk,miscellaneous
DAL model plane,https://acnhcdn.com/latest/FtrIcon/FtrDalFigure_Remake_2_0.png,Orange,Color,NA,NA,No,Yes,No,2,NFS,1010,Orange,White,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,1.0.0,child's room,living room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrDalFigure_Remake_2_0,2_0,12140,AEAJKrg7PFWvDxqDp,miscellaneous
DAL model plane,https://acnhcdn.com/latest/FtrIcon/FtrDalFigure_Remake_3_0.png,Green,Color,NA,NA,No,Yes,No,2,NFS,1010,Green,White,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,1.0.0,child's room,living room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrDalFigure_Remake_3_0,3_0,12140,5i29wGeAvzCkL2oRz,miscellaneous
DAL mug,https://acnhcdn.com/latest/FtrIcon/FtrDalMug.png,NA,NA,NA,NA,No,No,No,NA,NFS,1010,Blue,White,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,1.0.0,kitchen,living room,None,None,No,Dining,Does not play music,No lighting,Not for sale,FtrDalMug,NA,12139,JCcD4abWBcHkDPYzz,miscellaneous
Dala horse,https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_0_0.png,Red,Variation,NA,NA,No,Yes,No,2,NFS,1300,Red,Colorful,1x1,Gulliver,,1.0.0,folk art,None,None,None,No,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrDalecarlianhorse_Remake_0_0,0_0,685,wPFtrpurdZvWxbKHT,miscellaneous
Dala horse,https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_1_0.png,Blue,Variation,NA,NA,No,Yes,No,2,NFS,1300,Blue,Colorful,1x1,Gulliver,,1.0.0,folk art,None,None,None,No,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrDalecarlianhorse_Remake_1_0,1_0,685,WaA7mhYfcqaMmP93f,miscellaneous
Dala horse,https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_2_0.png,White,Variation,NA,NA,No,Yes,No,2,NFS,1300,White,Colorful,1x1,Gulliver,,1.0.0,folk art,None,None,None,No,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrDalecarlianhorse_Remake_2_0,2_0,685,8n4WfgheP2xmdWYzK,miscellaneous
damselfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectItotonboToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1500,Black,Blue,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectItotonboToy,NA,7121,X24yGSkL2Bu8euJ76,miscellaneous
darner dragonfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGinyanmaToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,690,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectGinyanmaToy,NA,7058,f6fhww5RS83bXz3Fb,miscellaneous
decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_0_0.png,Natural,Design,NA,NA,Yes,Yes,No,1,NFS,480,Beige,Beige,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale,FtrDecoy_Remake_0_0,0_0,1797,JHonckA7y9jKMqrt5,miscellaneous
decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_1_0.png,Mallard,Design,NA,NA,Yes,Yes,No,1,NFS,480,Beige,Green,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale,FtrDecoy_Remake_1_0,1_0,1797,rQHLmcoo8HQvfNzur,miscellaneous
decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_2_0.png,Spot-billed,Design,NA,NA,Yes,Yes,No,1,NFS,480,Brown,Beige,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale,FtrDecoy_Remake_2_0,2_0,1797,eutgE2MNd38LfGdQt,miscellaneous
decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_3_0.png,Greater scaup,Design,NA,NA,Yes,Yes,No,1,NFS,480,White,Black,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale,FtrDecoy_Remake_3_0,3_0,1797,mHhFkGWBHqovQMFex,miscellaneous
decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_4_0.png,Common pochard,Design,NA,NA,Yes,Yes,No,1,NFS,480,White,Orange,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale,FtrDecoy_Remake_4_0,4_0,1797,ernhXyvz2u3tZxGGp,miscellaneous
decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_5_0.png,Steamer duck,Design,NA,NA,Yes,Yes,No,1,NFS,480,Black,Black,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale,FtrDecoy_Remake_5_0,5_0,1797,YgDeuxkcj4LhacyvB,miscellaneous
