Name,Image,DIY,Buy,Sell,Source,Source Notes,Tag,Version,Filename,Internal ID,Unique Entry ID,category
pink-cosmos plant,https://acnhcdn.com/acdb/other/PltCosmos3.png,,NFS,80,Red/white cosmos,,Plants,1.0.0,PltCosmosPink3,3830,sPeds6o4kAXvts6mc,other
pink-hyacinth plant,https://acnhcdn.com/acdb/other/PltHyacinth4.png,,NFS,80,Red/white hyacinths,,Plants,1.0.0,PltHyacinthPink3,3914,3w8JnddzGnc2yb4LF,other
pink-hydrangea bush,https://acnhcdn.com/latest/MenuIcon/PltHydrangeaPink.png,No,560,140,,,NA,1.2.0,PltHydrangeaPink2,3796,t3sEjgXcrmrJ9WbS7,other
pink-hydrangea nursery,https://acnhcdn.com/latest/MenuIcon/PltHydrangeaPink.png,No,280,70,,,NA,1.2.0,PltHydrangeaPink0,12750,6FZYjcB7o4msQZhhM,other
pink-hydrangea start,https://acnhcdn.com/latest/ShopPlant/SeedHydrangeaPink.png,No,280,70,,,NA,1.2.0,SeedHydrangeaPink,3794,MeN5MT4W7J4dbcWcC,other
pink-lily plant,https://acnhcdn.com/acdb/other/PltYuri4.png,,NFS,80,Red/white lilies,,Plants,1.0.0,PltYuriPink3,3892,iRrTAcjkNBukdsAQm,other
pink-mum plant,https://acnhcdn.com/acdb/other/PltMum3.png,,NFS,80,Red/white mums,,Plants,1.0.0,PltMumPink3,3930,yP44c6mMQC7u5udxv,other
pink-rose plant,https://acnhcdn.com/acdb/other/PltRose3.png,,NFS,80,Red/white roses,,Plants,1.0.0,PltRosePink3,3868,wpLag9jyPSoMr6wcW,other
pink-tulip plant,https://acnhcdn.com/acdb/other/PltTurip3.png,,NFS,80,Red/white tulips,,Plants,1.0.0,PltTulipPink3,3842,usSvXn26PTCuavTHo,other
pink-windflower plant,https://acnhcdn.com/acdb/other/PltAnemone3.png,,NFS,80,Red/orange windflowers,,Plants,1.0.0,PltAnemonesPink3,3904,YJfanQias2fdR9t9X,other
Pisces fragment,https://acnhcdn.com/acdb/other/StarpiecePisces.png,,NFS,500,Wishing on shooting stars (February 19 - March 20),,NA,1.0.0,StarpiecePisces,5987,nCwjX8yHBFefjAion,other
pitfall seed,https://acnhcdn.com/acdb/other/PitfallSeed.png,,NFS,140,Crafting,,NA,1.0.0,PitfallSeed,2578,HYdEMJJQXzoudrWDT,other
plot 1 housing kit,https://acnhcdn.com/acdb/other/HousingKitRcoQuestA.png,,NFS,NA,Tom Nook,,NA,1.0.0,HousingKitRcoQuestA,5827,2JkqabfsQ26vYe7Fp,other
plot 2 housing kit,https://acnhcdn.com/acdb/other/HousingKitRcoQuestB.png,,NFS,NA,Tom Nook,,NA,1.0.0,HousingKitRcoQuestB,5828,h63H2kQtzWceBt57Y,other
plot 3 housing kit,https://acnhcdn.com/acdb/other/HousingKitRcoQuestC.png,,NFS,NA,Tom Nook,,NA,1.0.0,HousingKitRcoQuestC,5829,5JGfxP3vczLy755Y4,other
present,https://acnhcdn.com/acdb/other/DummyPresentbox.png,,NFS,222,Mail,,Seasonal Decor,1.0.0,DummyPresentbox,4480,eKkBqvy3TwbZbNQWZ,other
present (black),https://i.imgur.com/RtaEdXn.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingBlack,7714,Fz8reyFJoWrSLQSvq,other
present (blue),https://i.imgur.com/yt4bCpO.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingBlue,7708,f38mKJ6yzmhtjyWXS,other
present (brown),https://i.imgur.com/QYaGizh.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingBrown,7712,hwkpJC9vq2AYKrhqe,other
present (chartreuse),https://i.imgur.com/U61WFkq.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingLightGreen,7702,78JwZftyosktxaKyQ,other
present (gold),https://i.imgur.com/b3pz9Z6.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingGold,7711,JzsQLAwTvEPAZ2f9x,other
present (gray),https://i.imgur.com/EiIU9iU.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingGary,7713,fw5ehh62f4u6rvQbw,other
present (green),https://i.imgur.com/HoRDwx2.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingGreen,7703,9uhhf44dFKeQ4b5zP,other
present (light-blue),https://i.imgur.com/49iyxnO.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingLightBlue,7705,gFWMoXzFEjAaBkoFi,other
present (mint),https://i.imgur.com/LXEk0k6.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingMint,7704,uWkGsjeN7twxbeXLR,other
present (navy),https://i.imgur.com/QFnDYnu.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingNavy,7707,YeKbW5aZJbTqDGemJ,other
present (orange),https://i.imgur.com/U1FVhzh.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingOrange,7701,nHGaD5m8mC7s7CXvL,other
present (pink),https://i.imgur.com/lLM0PHx.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingPink,7700,pvtYwhqa379pE76XE,other
present (purple),https://i.imgur.com/Evtdku2.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingPurple,7706,7hrL79hJbARyu7ipm,other
present (red),https://i.imgur.com/QJgSvKP.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingRed,7710,id6zFR4kWdzBig22Z,other
present (white),https://i.imgur.com/lh5MDNv.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingWhite,7709,a5AhJAfzsgzgTfMty,other
present (yellow),https://i.imgur.com/BVZrZvm.png,,NFS,NA,Wrapping a present,,NA,1.0.0,DummyWrappingYellow,7699,BammpXwkmiSSZ7uxz,other
purple hyacinths,https://acnhcdn.com/acdb/other/FlwHyacinthPurple.png,,NFS,240,Picking flowers,,Plants,1.0.0,FlwHyacinthPurple,3751,9F9TFje8ycfZHtGwb,other
purple mums,https://acnhcdn.com/acdb/other/FlwMumPurple.png,,NFS,80,Picking flowers,,Plants,1.0.0,FlwMumPurple,3762,Cx4oGE5eG4dByu52t,other
purple pansies,https://acnhcdn.com/acdb/other/FlwPansyPurple.png,,NFS,240,Picking flowers,,Plants,1.0.0,FlwPansyPurple,2923,j7gZeSSTHAcNjGTz7,other
purple roses,https://acnhcdn.com/acdb/other/FlwRosePurple.png,,NFS,240,Picking flowers,,Plants,1.0.0,FlwRosePurple,2951,7YDMvyAt4FvfmZzpX,other
purple tulips,https://acnhcdn.com/acdb/other/FlwTulipPurple.png,,NFS,240,Picking flowers,,Plants,1.0.0,FlwTulipPurple,2899,ifT7cGFbysTHCWFES,other
purple windflowers,https://acnhcdn.com/acdb/other/FlwAnemonesPurple.png,,NFS,240,Picking flowers,,Plants,1.0.0,FlwAnemonesPurple,3727,k8fi3AsuMB335GrxH,other
purple wrapping paper,https://acnhcdn.com/acdb/other/WPaperPurple.png,,160,40,Nook's Cranny,,NA,1.0.0,WPaperPurple,7690,XYFjS9w89jxHJTJks,other
purple-hyacinth plant,https://acnhcdn.com/acdb/other/PltHyacinthPurple3.png,,NFS,240,Blue/blue hyacinths,,Plants,1.0.0,PltHyacinthPurple3,3922,25W3Z8QHvkuxynosQ,other
purple-mum plant,https://acnhcdn.com/acdb/other/PltMum5.png,,NFS,80,White/white mums,,Plants,1.0.0,PltMumPurple3,3928,h5JsnSkRkX5nHgvkJ,other
purple-pansy plant,https://acnhcdn.com/acdb/other/PltPansi3.png,,NFS,240,Blue/blue pansies,,Plants,1.0.0,PltPansyPurple3,3858,TRTMbvSzctgwWM6is,other
purple-rose plant,,,NFS,240,White/white roses,,Plants,1.0.0,PltRosePurple3,3872,o8Z9gXXxjwrerp3Xm,other
purple-tulip plant,,,NFS,240,Orange/orange tulips,,Plants,1.0.0,PltTulipPurple3,3846,P5kEKdgi4EkF3Fxge,other
purple-windflower plant,https://acnhcdn.com/acdb/other/PltAnemonesPurple3.png,,NFS,240,"Blue/blue windflowers
Blue/pink windflowers",,Plants,1.0.0,PltAnemonesPurple3,3908,K2PvXjrjRrJcxWKDZ,other
rare mushroom,https://acnhcdn.com/acdb/other/MushRare.png,,NFS,16000,On ground (Mushroom Season),,NA,1.0.0,MushRare,3280,TBrdJZWSzGth68Hs9,other
red cosmos,https://acnhcdn.com/acdb/other/FlwCosmosRed.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwCosmosRed,2304,df2GEMdr8rzF848iG,other
red hyacinths,https://acnhcdn.com/acdb/other/FlwHyacinthRed.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwHyacinthRed,3744,ch44Hxnuhc4xFnaGq,other
red lilies,https://acnhcdn.com/acdb/other/FlwYuriRed.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwYuriRed,2983,Ccbkzs9BxFwttCGux,other
red mums,https://acnhcdn.com/acdb/other/FlwMumRed.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwMumRed,3768,YbZtSHeqdMEZfvMSj,other
red ornament,https://acnhcdn.com/acdb/other/DIYOrnamentRed.png,,NFS,50,Shaking a cedar tree (Festive Season),,NA,1.0.0,DIYOrnamentRed,5730,n7d3HHquNv3trZZ6a,other
red pansies,https://acnhcdn.com/acdb/other/FlwPansyRed.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwPansyRed,2911,nifAbNAEXppAEJ2Rc,other
red roses,https://acnhcdn.com/acdb/other/FlwRoseRed.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwRoseRed,2935,6whx4t9k8aztJN6a4,other
red tulips,https://acnhcdn.com/acdb/other/FlwTulipRed.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwTulipRed,2883,wbJwAKy9SJsuWeHLn,other
red windflowers,https://acnhcdn.com/acdb/other/FlwAnemonesRed.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwAnemonesRed,3723,JRcjMczbQ6geDSWDb,other
red wrapping paper,https://acnhcdn.com/acdb/other/WPaperRed.png,,160,40,Nook's Cranny,,NA,1.0.0,WPaperRed,7694,AN7s2Q67gmpxy89Tv,other
red-camellia bush,https://acnhcdn.com/latest/MenuIcon/PltBushCamelliaRed.png,No,560,140,,,NA,1.2.0,PltBushCamelliaRed2,12489,wBA9LGru4uetCqQsx,other
red-camellia nursery,https://acnhcdn.com/latest/MenuIcon/PltBushCamelliaRed.png,No,280,70,,,NA,1.2.0,PltBushCamelliaRed0,12755,LPkQdZzHsh3qM3d5y,other
red-camellia start,https://acnhcdn.com/latest/ShopPlant/SeedBushCamelliaRed.png,No,280,70,,,NA,1.2.0,SeedBushCamelliaRed,12487,wZBBMZvxkDz22tpLo,other
red-cosmos bag,https://acnhcdn.com/acdb/other/SeedCosmosRed.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedCosmosRed,2626,uSN5GeiPFdq4sXM9p,other
red-cosmos plant,https://acnhcdn.com/acdb/other/PltCosmosRed3.png,,NFS,40,Seed bag,,Plants,1.0.0,PltCosmosRed3,3824,6DQtRdnKv3wncjoLn,other
red-hibiscus bush,https://acnhcdn.com/latest/MenuIcon/PltHibiscusRed.png,No,560,140,,,NA,1.2.0,PltHibiscusRed2,3022,9L4XDnErnxfq4WzYC,other
red-hibiscus nursery,https://acnhcdn.com/latest/MenuIcon/PltHibiscusRed.png,No,280,70,,,NA,1.2.0,PltHibiscusRed0,12752,5e9BLEje6guhmNMuk,other
red-hibiscus start,https://acnhcdn.com/latest/ShopPlant/SeedHibiscusRed.png,No,280,70,,,NA,1.2.0,SeedHibiscusRed,3019,fru8KaSmhXoKiPmxJ,other
red-hyacinth bag,https://acnhcdn.com/acdb/other/SeedHyacinthRed.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedHyacinthRed,3745,4hfNdxNQWkQ9qf6QN,other
red-hyacinth plant,https://acnhcdn.com/acdb/other/PltHyacinthRed3.png,,NFS,40,Seed bag,,Plants,1.0.0,PltHyacinthRed3,3918,2NJn5Znkpfj3PZ3h4,other
red-lily bag,https://acnhcdn.com/acdb/other/SeedYuriRed.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedYuriRed,2984,6omvRhe5bmd4Abd3z,other
red-lily plant,https://acnhcdn.com/acdb/other/PltYuriRed3.png,,NFS,40,Seed bag,,Plants,1.0.0,PltYuriRed3,3888,FpdTm8BJu2va7bxe3,other
red-mum bag,https://acnhcdn.com/acdb/other/SeedMumRed.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedMumRed,3769,BZzzrHDtZyDqP9Jot,other
red-mum plant,https://acnhcdn.com/acdb/other/PltMum2.png,,NFS,40,Seed bag,,Plants,1.0.0,PltMumRed3,3932,pdhzKEEKEWtCGLMj7,other
red-pansy bag,https://acnhcdn.com/acdb/other/SeedPansyRed.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedPansyRed,2912,H2phax8XGcyfsxHyM,other
red-pansy plant,https://acnhcdn.com/acdb/other/PltPansyRed3.png,,NFS,40,Seed bag,,Plants,1.0.0,PltPansyRed3,3852,BQJWgPE6ouCBiNoZn,other
red-rose bag,https://acnhcdn.com/acdb/other/SeedRoseRed.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedRoseRed,2936,e7SNQmbsXKT3pkkzS,other
red-rose plant,https://acnhcdn.com/acdb/other/PltRoseRed3.png,,NFS,40,Seed bag,,Plants,1.0.0,PltRoseRed3,3864,A8c3nW23t98zEzuPY,other
red-tulip bag,https://acnhcdn.com/acdb/other/SeedTulipRed.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedTulipRed,2884,6WnmQcHeeC9MAELud,other
red-tulip plant,https://acnhcdn.com/acdb/other/PltTulipRed3.png,,NFS,40,Seed bag,,Plants,1.0.0,PltTulipRed3,3838,vq6FQiZSEprG7z24A,other
red-windflower bag,https://acnhcdn.com/acdb/other/SeedAnemonesRed.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedAnemonesRed,3724,gstfXhxq6i9XsQeMu,other
red-windflower plant,https://acnhcdn.com/acdb/other/PltAnemonesRed3.png,,NFS,40,Seed bag,,Plants,1.0.0,PltAnemonesRed3,3906,R8JKJkD6gjEK548a2,other
round mushroom,https://acnhcdn.com/acdb/other/MushRound.png,,NFS,200,On ground (Mushroom Season),,NA,1.0.0,MushRound,3277,x8LdsoLTpK3eNLsLP,other
rusted part,https://acnhcdn.com/acdb/other/JohnnyQuestDust1.png,,NFS,10,Recycle Box,,NA,1.0.0,JohnnyQuestDust1,2389,eNswgjstdGpp6XoKz,other
Sagittarius fragment,https://acnhcdn.com/acdb/other/StarpieceSagittarius.png,,NFS,500,Wishing on shooting stars (November 22 - December 21),,NA,1.0.0,StarpieceSagittarius,5996,9R62eP8SNmyp2BKCw,other
Saharah Ticket,https://acnhcdn.com/acdb/other/RollanTicket.png,,NFS,100,Saharah,,NA,1.0.0,RollanTicket,9261,hcEpSZjo7pxbNQ4B9,other
sand dollar,https://acnhcdn.com/acdb/other/ShellDriftSanddollar.png,,NFS,120,Beach,,NA,1.0.0,ShellDriftSanddollar,1379,7QMCD99jYqLWHvEnR,other
sapling,https://acnhcdn.com/acdb/other/SeedOak.png,,640,160,Nook's Cranny,,Plants,1.0.0,SeedOak,2794,cD3cQwuLBqLJe2WeM,other
Scorpius fragment,https://acnhcdn.com/acdb/other/StarpieceScorpio.png,,NFS,500,Wishing on shooting stars (October 23 - November 21),,NA,1.0.0,StarpieceScorpio,5995,qGiMqtK2j3TsC7bNu,other
sea snail,https://acnhcdn.com/acdb/other/ShellDriftEbisu.png,,NFS,180,Beach,,NA,1.0.0,ShellDriftEbisu,1374,5wagvDKnQqp7a3xWD,other
shop construction kit,https://acnhcdn.com/acdb/other/ShopTent.png,,NFS,NA,Tom Nook,,NA,1.0.0,ShopTent,2756,GgwtWhgJSRb3E4gFt,other
shop moving kit,https://acnhcdn.com/acdb/other/MovingKitShop.png,,NFS,NA,Tom Nook,,NA,1.0.0,MovingKitShop,5360,9LmRipQ63jBZ3CGWq,other
skinny mushroom,https://acnhcdn.com/acdb/other/MushSlender.png,,NFS,300,On ground (Mushroom Season),,NA,1.0.0,MushSlender,3278,y2htnyw8eDSR8JHJg,other
sky egg,https://acnhcdn.com/acdb/other/EggSky.png,,NFS,200,Colorful balloon (Bunny Day),,NA,1.1.0a,EggSky,12513,SLJ273SKGouTZWTzY,other
Slingshot Recipe,https://acnhcdn.com/acdb/other/DIYRecipeSlingShot.png,,300,200,Nook's Cranny,,NA,1.0.0,DIYRecipeSlingShot,10309,b3xJn3nBBRwkKubY7,other
snowflake,https://acnhcdn.com/acdb/other/SnowCrystal.png,,NFS,200,Catching with a net (Winter),,NA,1.0.0,SnowCrystal,3539,Ru7DDSmgAT9dxL8cL,other
softwood,https://acnhcdn.com/acdb/other/DIYWoodSoft.png,,NFS,60,Chopping a tree,,NA,1.0.0,DIYWoodSoft,2767,uP3kCjbqrmTKeo2Ya,other
spoiled turnips,https://acnhcdn.com/acdb/other/Kabu_Spoil.png,,NFS,100,Expired turnips,,NA,1.0.0,Kabu_Spoil,2642,xPacPLbSrKbYSjBAd,other
star fragment,https://acnhcdn.com/acdb/other/Starpiece.png,,NFS,250,Wishing on shooting stars,,NA,1.0.0,Starpiece,5983,Fy2vYDWHtktFPiRjz,other
stone,https://acnhcdn.com/acdb/other/DIYStone.png,,NFS,75,"Hitting a rock, Fishing",X-Small shadow when fishing,NA,1.0.0,DIYStone,2502,rQ38YPKd7g8fCBqRC,other
stone egg,https://acnhcdn.com/acdb/other/EggRock.png,,NFS,200,Hitting a rock (Bunny Day),,NA,1.1.0a,EggRock,12510,fHsLgaoNxhWY7BGqm,other
summer shell,https://acnhcdn.com/acdb/other/ShellDriftSummer.png,,NFS,600,Beach (Summer),,NA,1.0.0,ShellDriftSummer,5982,nrfNFuHkwuyx2h25n,other
tailors construction kit,https://acnhcdn.com/acdb/other/HousingKitTailor.png,,NFS,NA,Tom Nook,,NA,1.0.0,HousingKitTailor,4411,nzXpuGtjkdzS8i7aZ,other
tailors moving kit,https://acnhcdn.com/acdb/other/MovingKitTailor.png,,NFS,NA,Tom Nook,,NA,1.0.0,MovingKitTailor,5359,GaNHE6Zd7QJtFKMwW,other
tailors ticket,https://acnhcdn.com/acdb/other/TailorTicket.png,,NFS,250,Label,,NA,1.0.0,TailorTicket,5932,Rq3dAQH4oTDptcDMF,other
Taurus fragment,https://acnhcdn.com/acdb/other/StarpieceTaurus.png,,NFS,500,Wishing on shooting stars (April 20 - May 20),,NA,1.0.0,StarpieceTaurus,5989,3k9txwAoHfTjWgxtx,other
tent,https://acnhcdn.com/acdb/other/Tent.png,,NFS,NA,Tom Nook,,NA,1.0.0,TutorialTent,2750,Lg4xPPH3PXiNpW268,other
Test Your DIY Skills,https://acnhcdn.com/acdb/other/DIYbook2.png,,2680,NA,Nook's Cranny,,NA,1.0.0,DIYbook2,5604,Z98Fu4EyDgeSnqxzE,other
treasure,https://acnhcdn.com/acdb/other/Present2.png,,NFS,0,Digging up treasure for a villager's quest,,NA,1.0.0,TreasureCapsule,2545,KJjoYJDr5g786djiz,other
tree branch,https://acnhcdn.com/acdb/other/DIYBranch.png,,NFS,5,Shaking a hardwood or cedar tree,,NA,1.0.0,DIYBranch,2500,fDwbwWdq93bLwRRDr,other
turnips,https://acnhcdn.com/acdb/other/PhotoStudioKabu.png,,NFS,0,Daisy Mae (Sundays),,NA,1.0.0,PhotoStudioKabu,7734,4hQrmzxXh6HRb8TDg,other
Vaulting Pole Recipe,https://acnhcdn.com/acdb/other/DIYRecipeLongWoodenStick.png,,500,200,Nook's Cranny,,NA,1.0.0,DIYRecipeLongWoodenStick,9046,7nMDCLGDnA9QYjTQq,other
venus comb,https://acnhcdn.com/acdb/other/ShellDriftHone.png,,NFS,300,Beach,,NA,1.0.0,ShellDriftHone,1375,rMwbSnAnQ6SR6ov26,other
Virgo fragment,https://acnhcdn.com/acdb/other/StarpieceVirgo.png,,NFS,500,Wishing on shooting stars (August 23 - September 22),,NA,1.0.0,StarpieceVirgo,5993,6pD87cCAtspPu5xgi,other
wasp nest,https://acnhcdn.com/acdb/other/Honeycomb.png,,NFS,300,Shaking a hardwood or cedar tree,,Ranch,1.0.0,Honeycomb,3263,nzXtgoA5GkWLJnNuv,other
water egg,https://acnhcdn.com/acdb/other/EggFish.png,,NFS,200,Fishing (Bunny Day),,NA,1.1.0a,EggFish,12514,q8ER2p757DRZoqvhB,other
orange tulips,https://acnhcdn.com/acdb/other/FlwTulipOrange.png,,NFS,80,Picking flowers,,Plants,1.0.0,FlwTulipOrange,2895,h9SC924x9vkjSAsBC,other
What was this again?,https://acnhcdn.com/acdb/other/LostQuestBagDust.png,,NFS,NA,Don't return lost item,,NA,1.0.0,LostQuestBagDust,4642,tFfFLpFHcdbw3AEW3,other
What was this again?,https://acnhcdn.com/acdb/other/LostQuestBookDust.png,,NFS,NA,Don't return lost item,,NA,1.0.0,LostQuestBookDust,4643,uh9ZQCxKj52Entfkv,other
What was this again?,https://acnhcdn.com/acdb/other/LostQuestNoteDust.png,,NFS,NA,Don't return lost item,,NA,1.0.0,LostQuestNoteDust,5427,ruc9ZFn2WnduaPXPz,other
white cosmos,https://acnhcdn.com/acdb/other/FlwCosmosWhite.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwCosmosWhite,2305,3e4iLg8KTpbmx6XW4,other
white hyacinths,https://acnhcdn.com/acdb/other/FlwHyacinthWhite.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwHyacinthWhite,3730,JtxQ44iAMCEDowPzj,other
white lilies,https://acnhcdn.com/acdb/other/FlwYuriWhite.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwYuriWhite,2979,HxHDxpDqRQEjiEs5L,other
white mums,https://acnhcdn.com/acdb/other/FlwMumWhite.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwMumWhite,3754,nCnEJpwfWp5d3DBaF,other
white pansies,https://acnhcdn.com/acdb/other/FlwPansyWhite.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwPansyWhite,2907,zxfj87rooXrjMcppa,other
white roses,https://acnhcdn.com/acdb/other/FlwRoseWhite.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwRoseWhite,2931,2ASg5YXYQr5sqSvwG,other
white tulips,https://acnhcdn.com/acdb/other/FlwTulipWhite.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwTulipWhite,2879,pzYHqKwsGDPBTsYmP,other
white windflowers,https://acnhcdn.com/acdb/other/FlwAnemonesWhite.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwAnemonesWhite,3709,QayiSgWWCqxzfAHwj,other
white wrapping paper,https://acnhcdn.com/acdb/other/WPaperWhite.png,,160,40,Nook's Cranny,,NA,1.0.0,WPaperWhite,7693,xFSvWhgZbhuCvSSpA,other
white-azalea bush,https://acnhcdn.com/latest/MenuIcon/PltAzaleaWhite.png,No,560,140,,,NA,1.2.0,PltAzaleaWhite2,2861,xmkj9sBpv8pQNGnGT,other
white-azalea nursery,https://acnhcdn.com/latest/MenuIcon/PltAzaleaWhite.png,No,280,70,,,NA,1.2.0,PltAzaleaWhite0,12747,x7sTALbbhgRkPyg75,other
white-azalea start,https://acnhcdn.com/latest/ShopPlant/SeedAzaleaWhite.png,No,280,70,,,NA,1.2.0,SeedAzaleaWhite,2820,2xmbtR7bGZ9SkctzF,other
white-cosmos bag,https://acnhcdn.com/acdb/other/SeedCosmosWhite.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedCosmosWhite,2629,qkPkqfogiwMf9fKCS,other
white-cosmos plant,https://acnhcdn.com/acdb/other/PltCosmos0.png,,NFS,40,Seed bag,,Plants,1.0.0,PltCosmosWhite3,3826,3iZJP9ouR47H43qMJ,other
white-hyacinth bag,https://acnhcdn.com/acdb/other/SeedHyacinthWhite.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedHyacinthWhite,3731,iojgh78kpnPtzmjz5,other
white-hyacinth plant,https://acnhcdn.com/acdb/other/PltHyacinth0.png,,NFS,40,Seed bag,,Plants,1.0.0,PltHyacinthWhite3,3910,uznvYGDDCpPJkYaEJ,other
white-lily bag,https://acnhcdn.com/acdb/other/SeedYuriWhite.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedYuriWhite,2980,wD5MnM6bM2t88hMs5,other
white-lily plant,https://acnhcdn.com/acdb/other/PltYuri0.png,,NFS,40,Seed bag,,Plants,1.0.0,PltYuriWhite3,3886,jwRXxgLr3hFQsAZB6,other
white-mum bag,https://acnhcdn.com/acdb/other/SeedMumWhite.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedMumWhite,3755,PZ8MqZFTibFpr8Lqi,other
white-mum plant,https://acnhcdn.com/acdb/other/PltMum0.png,,NFS,40,Seed bag,,Plants,1.0.0,PltMumWhite3,3924,hYqfsENa2bSHGznkC,other
white-pansy bag,https://acnhcdn.com/acdb/other/SeedPansyWhite.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedPansyWhite,2908,RsndrSoamwXzNjD9y,other
white-pansy plant,https://acnhcdn.com/acdb/other/PltPansi0.png,,NFS,40,Seed bag,,Plants,1.0.0,PltPansyWhite3,3850,XmpB3NuR9RS9PXmCM,other
white-rose bag,https://acnhcdn.com/acdb/other/SeedRoseWhite.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedRoseWhite,2932,FxA5MDvGKZc44uenJ,other
white-rose plant,https://acnhcdn.com/acdb/other/PltRose1.png,,NFS,40,Seed bag,,Plants,1.0.0,PltRoseWhite3,3862,vJFgRAkAYT32pscBc,other
white-tulip bag,https://acnhcdn.com/acdb/other/SeedTulipWhite.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedTulipWhite,2880,9JqXDYEJa9M3fGjkX,other
white-tulip plant,https://acnhcdn.com/acdb/other/PltTurip1.png,,NFS,40,Seed bag,,Plants,1.0.0,PltTulipWhite3,3836,EPcGhsMb6jQKpbBnC,other
white-windflower bag,https://acnhcdn.com/acdb/other/SeedAnemonesWhite.png,,240,60,Nook's Cranny,,Plants,1.0.0,SeedAnemonesWhite,3710,2XmGTkrRQqQbjfEoi,other
white-windflower plant,https://acnhcdn.com/acdb/other/PltAnemone0.png,,NFS,40,Seed bag,,Plants,1.0.0,PltAnemonesWhite3,3898,5RMyLD5TYyRTzfLdq,other
Wildest Dreams DIY,https://acnhcdn.com/acdb/other/DIYbook3.png,,6980,NA,Nook's Cranny,,NA,1.0.0,DIYbook3,5605,7DL3HBGPEfgi6XZfX,other
Wisp spirit piece,https://acnhcdn.com/acdb/other/YutaroWisp.png,,NFS,NA,Catching with a net while on a quest for Wisp,,NA,1.0.0,YutaroWisp,4702,yhGWoYrexRQRmWkvP,other
wood,https://acnhcdn.com/acdb/other/DIYWoodNormal.png,,NFS,60,Chopping a tree,,NA,1.0.0,DIYWoodNormal,2768,NYkn4SWpdNtkSjGMz,other
wood egg,https://acnhcdn.com/acdb/other/EggForest.png,,NFS,200,Chopping a tree (Bunny Day),,NA,1.1.0a,EggForest,12512,8adCtThYkk3SrfhhS,other
yellow cosmos,https://acnhcdn.com/acdb/other/FlwCosmosYellow.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwCosmosYellow,2863,zjAYhjmqMzq3kDBdb,other
yellow hyacinths,https://acnhcdn.com/acdb/other/FlwHyacinthYellow.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwHyacinthYellow,3734,4KF7eJpRzonQ585ut,other
yellow lilies,https://acnhcdn.com/acdb/other/FlwYuriYellow.png,,NFS,40,Picking flowers,,Plants,1.0.0,FlwYuriYellow,2987,CYNwo9htHodqc52MC,other
